recording	collection	word	speaker_lang	context	prompt	token_times_gold	pre_phones_gold	pre_times_gold	v_phones_gold	v_times_gold	post_phones_gold	post_times_gold	token_times_mfa	pre_phones_mfa	pre_times_mfa	v_phones_mfa	v_times_mfa	post_phones_mfa	post_times_mfa
028898-2635638	samromur_L2_22.09	kisa	L2	[_TOKEN_] sagði hún hrifin og benti.	Kisa sagði hún hrifin og benti.	0.86-1.2	cʰ	0.86-0.93	ɪː	0.93-1.0369106618699884	s	1.0369106618699884-1.13	0.86-1.2	cʰ	0.86-0.93	ɪː	0.93-1.03	s	1.03-1.13
025930-3038523	samromur_L2_22.09	kisa	L2	[_TOKEN_] sagði Þura og benti á eina kanínuna.	Kisa sagði Þura og benti á eina kanínuna.	0.29-0.65	cʰ	0.29-0.37	ɪː	0.37-0.5	s	0.5-0.56	0.29-0.65	cʰ	0.29-0.37	ɪː	0.37-0.5	s	0.5-0.56
026339-3051001	samromur_L2_22.09	kisa	L2	[_TOKEN_] sagði Þura og benti á eina kanínuna.	Kisa sagði Þura og benti á eina kanínuna.	0.3-0.72	cʰ	0.3-0.38	ɪː	0.38-0.5296715259879724	s	0.5296715259879724-0.63	0.3-0.72	cʰ	0.3-0.38	ɪː	0.38-0.52	s	0.52-0.63
026210-2058562	samromur_unverified_22.07	bera	L1	Hann hafði því snemma góðar forsendur til að [_TOKEN_] saman vinnubrögð og þjóðhætti landsfjórðunga.	Hann hafði því snemma góðar forsendur til að bera saman vinnubrögð og þjóðhætti landsfjórðunga.	3.81-4.07	p	3.81-3.86	ɛː	3.86-3.97	r	3.97-4.0	3.81-4.07	p	3.81-3.86	ɛː	3.86-3.97	r	3.97-4.0
019481-1398257	samromur_unverified_22.07	bera	L1	Læðan sér alfarið um að [_TOKEN_] fæðu í þá, kenna þeim og vernda þá.	Læðan sér alfarið um að bera fæðu í þá, kenna þeim og vernda þá.	3.41-3.73	p	3.41-3.47	ɛː	3.47-3.6	r	3.6-3.6540100100603614	3.41-3.73	p	3.41-3.47	ɛː	3.47-3.6	r	3.6-3.65
022937-1758272	samromur_unverified_22.07	bera	L1	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið [_TOKEN_] á því.	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið bera á því.	4.17-4.44	p	4.17-4.23	ɛː	4.23-4.34	r	4.34-4.39	4.17-4.44	p	4.17-4.23	ɛː	4.23-4.34	r	4.34-4.39
017649-3146116	samromur_unverified_22.07	bera	L1	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið [_TOKEN_] á því.	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið bera á því.	3.34-3.62	p	3.34-3.41	ɛː	3.41-3.5	r	3.5-3.545136751760564	3.34-3.62	p	3.34-3.41	ɛː	3.41-3.5	r	3.5-3.54
022019-1636767	samromur_unverified_22.07	bera	L1	En að [_TOKEN_] sig með reisn á leiðinni að höggstokknum, var það á hans færi?	En að bera sig með reisn á leiðinni að höggstokknum, var það á hans færi?	1.02-1.3	p	1.02-1.06	ɛː	1.06-1.21	r	1.21-1.26	1.02-1.3	p	1.02-1.06	ɛː	1.06-1.21	r	1.21-1.26
022302-1700992	samromur_unverified_22.07	bera	L1	Þá byrði ber mér að [_TOKEN_] vinur minn en ekki þér.	Þá byrði ber mér að bera vinur minn en ekki þér.	2.03-2.3805260862047284	p	2.03-2.08	ɛː	2.08-2.21	r	2.21-2.28	2.03-2.4	p	2.03-2.08	ɛː	2.08-2.21	r	2.21-2.28
006782-0058469	samromur_21.05	bera	L1	Ég reyni að láta ekki á vonbrigðum mínum [_TOKEN_]	Ég reyni að láta ekki á vonbrigðum mínum bera.	3.68-4.08	p	3.68-3.73	ɛː	3.73-3.85	r	3.85-3.9349979250503018	3.68-4.08	p	3.68-3.73	ɛː	3.73-3.85	r	3.85-3.94
022146-1583125	samromur_unverified_22.07	bera	L1	Það er jafnan talsvert verkefni í opinberri heimsókn að [_TOKEN_] gjafir sem forseta eru færðar.	Það er jafnan talsvert verkefni í opinberri heimsókn að bera gjafir sem forseta eru færðar.	3.59-3.82	p	3.59-3.65	ɛː	3.65-3.72	r	3.72-3.77	3.59-3.82	p	3.59-3.65	ɛː	3.65-3.72	r	3.72-3.77
023288-1785360	samromur_unverified_22.07	bera	L1	Læðan sér alfarið um að [_TOKEN_] fæðu í þá, kenna þeim og vernda þá.	Læðan sér alfarið um að bera fæðu í þá, kenna þeim og vernda þá.	2.75-2.99	p	2.75-2.82	ɛː	2.82-2.91	r	2.91-2.96	2.75-2.99	p	2.75-2.82	ɛː	2.82-2.91	r	2.91-2.96
017894-1079017	samromur_unverified_22.07	bera	L1	Þá byrði ber mér að [_TOKEN_] vinur minn en ekki þér.	Þá byrði ber mér að bera vinur minn en ekki þér.	1.87-2.2	p	1.87-1.9368531674421536	ɛː	1.9368531674421536-2.07	r	2.07-2.12	1.87-2.2	p	1.87-1.93	ɛː	1.93-2.07	r	2.07-2.12
014224-1217473	samromur_unverified_22.07	bera	L1	Svona, farðu að [_TOKEN_] dótið úr bílnum og láttu mig um uppeldishlutverkið!	Svona, farðu að bera dótið úr bílnum og láttu mig um uppeldishlutverkið!	1.4-1.72	p	1.4-1.47	ɛː	1.47-1.57	r	1.57-1.61	1.4-1.72	p	1.4-1.47	ɛː	1.47-1.57	r	1.57-1.61
008597-0193334	samromur_unverified_22.07	bera	L1	Læðan sér alfarið um að [_TOKEN_] fæðu í þá, kenna þeim og vernda þá.	Læðan sér alfarið um að bera fæðu í þá, kenna þeim og vernda þá.	2.18-2.43	p	2.18-2.24	ɛː	2.24-2.34	r	2.34-2.38	2.18-2.43	p	2.18-2.24	ɛː	2.24-2.34	r	2.34-2.38
027330-3039326	samromur_unverified_22.07	bera	L1	Að vísu þau allra bestu, enda ástæðulaust að [_TOKEN_] eymdina utan á sér.	Að vísu þau allra bestu, enda ástæðulaust að bera eymdina utan á sér.	3.75-4.03	p	3.75-3.8	ɛː	3.8-3.91	r	3.91-3.96	3.75-4.03	p	3.75-3.8	ɛː	3.8-3.91	r	3.91-3.96
029185-3171363	samromur_unverified_22.07	bera	L1	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið [_TOKEN_] á því.	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið bera á því.	4.21-4.54	p	4.21-4.26	ɛː	4.26-4.4	r	4.4-4.451319814197686	4.21-4.54	p	4.21-4.26	ɛː	4.26-4.4	r	4.4-4.44
008194-0095585	samromur_21.05	bera	L1	Ég reyni að láta ekki á vonbrigðum mínum [_TOKEN_]	Ég reyni að láta ekki á vonbrigðum mínum bera.	2.74-3.1	p	2.74-2.8090165430080485	ɛː	2.8090165430080485-2.92	r	2.92-3.015979080734407	2.74-3.1	p	2.74-2.79	ɛː	2.79-2.92	r	2.92-2.99
007530-0072932	samromur_21.05	bera	L1	Ég reyni að láta á engu [_TOKEN_]	Ég reyni að láta á engu bera.	2.07-2.38	p	2.07-2.14	ɛː	2.14-2.2	r	2.2-2.26	2.07-2.38	p	2.07-2.14	ɛː	2.14-2.2	r	2.2-2.26
017641-1071093	samromur_unverified_22.07	bera	L1	Heilinn vinnur úr upplýsingum með aðstoð ýmissa boðefna sem [_TOKEN_] upplýsingarnar milli taugafrumna.	Heilinn vinnur úr upplýsingum með aðstoð ýmissa boðefna sem bera upplýsingarnar milli taugafrumna.	6.32-6.7	p	6.32-6.38	ɛː	6.38-6.6	r	6.6-6.64	6.32-6.7	p	6.32-6.38	ɛː	6.38-6.6	r	6.6-6.64
026043-2024844	samromur_unverified_22.07	bera	L1	En að [_TOKEN_] sig með reisn á leiðinni að höggstokknum, var það á hans færi?	En að bera sig með reisn á leiðinni að höggstokknum, var það á hans færi?	1.46-1.73	p	1.46-1.5157989106514083	ɛː	1.5157989106514083-1.63	r	1.63-1.67	1.46-1.73	p	1.46-1.51	ɛː	1.51-1.63	r	1.63-1.67
016545-1306319	samromur_unverified_22.07	bera	L1	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið [_TOKEN_] á því.	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið bera á því.	3.9-4.24	p	3.9-3.95	ɛː	3.95-4.1	r	4.1-4.15	3.9-4.24	p	3.9-3.95	ɛː	3.95-4.1	r	4.1-4.15
023078-1609634	samromur_unverified_22.07	bera	L1	Svona, farðu að [_TOKEN_] dótið úr bílnum og láttu mig um uppeldishlutverkið!	Svona, farðu að bera dótið úr bílnum og láttu mig um uppeldishlutverkið!	1.45-1.82	p	1.45-1.5	ɛː	1.5-1.65	r	1.65-1.69	1.45-1.82	p	1.45-1.5	ɛː	1.5-1.65	r	1.65-1.69
027836-3150199	samromur_unverified_22.07	bera	L1	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið [_TOKEN_] á því.	FYRSTI KOSSINN er að vísu ástríðufullur en ekki látið bera á því.	5.69-5.93	p	5.69-5.73	ɛː	5.73-5.83	r	5.83-5.88	5.69-5.93	p	5.69-5.73	ɛː	5.73-5.83	r	5.83-5.88
029178-2708064	samromur_L2_22.09	snemma	L2	en ef ég losna [_TOKEN_] kem ég beint til ykkar.	en ef ég losna snemma kem ég beint til ykkar.	2.02-2.54	s t n	2.02-2.13,2.13-2.18,2.18-2.22	ɛ	2.22-2.33	m	2.33-2.41	2.02-2.54	s t n	2.02-2.13,2.13-2.18,2.18-2.22	ɛ	2.22-2.33	m	2.33-2.41
008180-0086414	samromur_21.05	snemma	L2	En nógu [_TOKEN_]	En nógu snemma.	1.1-1.68	s t n	1.1-1.21,1.21-1.29,1.29-1.35	ɛ	1.35-1.39	m	1.39-1.56	1.1-1.68	s t n	1.1-1.21,1.21-1.29,1.29-1.35	ɛ	1.35-1.39	m	1.39-1.56
025930-3255800	samromur_L2_22.09	snemma	L2	Framkvæmdir hófust við fyrsta áfanga orkuversins á Nesjavöllum [_TOKEN_] árs.	Framkvæmdir hófust við fyrsta áfanga orkuversins á Nesjavöllum snemma árs.	5.33-5.813579584352108	s t n	5.33-5.45,5.45-5.48,5.48-5.52	ɛ	5.52-5.6	m	5.6-5.7	5.33-5.82	s t n	5.33-5.45,5.45-5.48,5.48-5.52	ɛ	5.52-5.6	m	5.6-5.7
026426-2982398	samromur_L2_22.09	snemma	L2	Örn vaknaði [_TOKEN_] næsta morgun eftir óværan nætursvefn.	Örn vaknaði snemma næsta morgun eftir óværan nætursvefn.	0.95-1.28	s t n	0.95-1.02,1.02-1.05,1.05-1.1	ɛ	1.1-1.16	m	1.16-1.24	0.95-1.28	s t n	0.95-1.02,1.02-1.05,1.05-1.1	ɛ	1.1-1.16	m	1.16-1.24
026339-2141001	samromur_L2_22.09	snemma	L2	en ef ég losna [_TOKEN_] kem ég beint til ykkar.	en ef ég losna snemma kem ég beint til ykkar.	1.63-2.21	s t n	1.63-1.72,1.72-1.77,1.77-1.8	ɛ	1.8-1.88	m	1.88-2.01	1.63-2.21	s t n	1.63-1.72,1.72-1.77,1.77-1.8	ɛ	1.8-1.88	m	1.88-2.01
030180-3100896	samromur_L2_22.09	snemma	L2	Tónleikarnir voru [_TOKEN_] kvölds og við tókum stelpuna mína með.	Tónleikarnir voru snemma kvölds og við tókum stelpuna mína með.	1.79-2.46	s t n	1.79-1.93,1.93-2.0,2.0-2.06	ɛ	2.06-2.14	m	2.14-2.33	1.79-2.46	s t n	1.79-1.93,1.93-2.0,2.0-2.06	ɛ	2.06-2.14	m	2.14-2.33
018095-1130273	samromur_L2_22.09	snemma	L2	Salurinn var auður, enginn morgunverður á boðstólum svo [_TOKEN_]	Salurinn var auður, enginn morgunverður á boðstólum svo snemma.	7.33-8.09	s t n	7.33-7.45,7.45-7.51,7.51-7.58	ɛ	7.58-7.72	m	7.72-7.92	7.33-8.09	s t n	7.33-7.45,7.45-7.51,7.51-7.58	ɛ	7.58-7.72	m	7.72-7.92
026596-2138953	samromur_L2_22.09	snemma	L2	Karen: En hverjir eru möguleikar lambanna svona [_TOKEN_]	Karen: En hverjir eru möguleikar lambanna svona snemma?	5.62-6.13	s t n	5.62-5.71,5.71-5.75,5.75-5.8	ɛ	5.8-5.86	m	5.86-6.04	5.62-6.13	s t n	5.62-5.71,5.71-5.75,5.75-5.8	ɛ	5.8-5.86	m	5.86-6.04
025930-2690476	samromur_L2_22.09	snemma	L2	en ef ég losna [_TOKEN_] kem ég beint til ykkar.	en ef ég losna snemma kem ég beint til ykkar.	1.93-2.41	s t n	1.93-2.0,2.0-2.03,2.03-2.08	ɛ	2.08-2.16	m	2.16-2.26	1.93-2.41	s t n	1.93-2.0,2.0-2.03,2.03-2.08	ɛ	2.08-2.16	m	2.16-2.26
026388-3095254	samromur_L2_22.09	snemma	L2	Tónleikarnir voru [_TOKEN_] kvölds og við tókum stelpuna mína með.	Tónleikarnir voru snemma kvölds og við tókum stelpuna mína með.	1.35-1.72	s t n	1.35-1.43,1.43-1.47,1.47-1.51	ɛ	1.51-1.55	m	1.55-1.64	1.35-1.72	s t n	1.35-1.43,1.43-1.47,1.47-1.51	ɛ	1.51-1.55	m	1.55-1.64
025938-2105141	samromur_L2_22.09	snemma	L2	Tónleikarnir voru [_TOKEN_] kvölds og við tókum stelpuna mína með.	Tónleikarnir voru snemma kvölds og við tókum stelpuna mína með.	2.15-2.58	s t n	2.15-2.2,2.2-2.25,2.25-2.31	ɛ	2.31-2.36	m	2.36-2.47	2.15-2.58	s t n	2.15-2.2,2.2-2.25,2.25-2.31	ɛ	2.31-2.36	m	2.36-2.47
028686-2592480	samromur_L2_22.09	snemma	L2	Þú ert [_TOKEN_] á ferð! kallaði hann glaðlega til Arnar.	Þú ert snemma á ferð! kallaði hann glaðlega til Arnar.	2.13-2.920784416724721	s t n	2.13-2.3,2.3-2.34,2.34-2.44	ɛ	2.44-2.52	m	2.52-2.76	2.13-2.94	s t n	2.13-2.3,2.3-2.34,2.34-2.44	ɛ	2.44-2.52	m	2.52-2.76
028686-3029483	samromur_L2_22.09	snemma	L2	Þeir komu að sækja hann [_TOKEN_]	Þeir komu að sækja hann snemma.	2.74-3.3	s t n	2.74-2.86,2.86-2.93,2.93-2.98	ɛ	2.98-3.03	m	3.03-3.22	2.74-3.3	s t n	2.74-2.86,2.86-2.93,2.93-2.98	ɛ	2.98-3.03	m	3.03-3.22
026339-2725452	samromur_L2_22.09	snemma	L2	Sigríður: Svona [_TOKEN_] bara?	Sigríður: Svona snemma bara?	1.62-2.04	s t n	1.62-1.68,1.68-1.71,1.71-1.75	ɛ	1.75-1.83	m	1.83-1.95	1.62-2.04	s t n	1.62-1.68,1.68-1.71,1.71-1.75	ɛ	1.75-1.83	m	1.83-1.95
026388-3266880	samromur_L2_22.09	snemma	L2	Framkvæmdir hófust við fyrsta áfanga orkuversins á Nesjavöllum [_TOKEN_] árs.	Framkvæmdir hófust við fyrsta áfanga orkuversins á Nesjavöllum snemma árs.	4.32-4.86	s t n	4.32-4.47,4.47-4.51,4.51-4.57	ɛ	4.57-4.63	m	4.63-4.76	4.32-4.86	s t n	4.32-4.47,4.47-4.51,4.51-4.57	ɛ	4.57-4.63	m	4.63-4.76
025930-3028071	samromur_L2_22.09	snemma	L2	Þeir komu að sækja hann [_TOKEN_]	Þeir komu að sækja hann snemma.	1.76-2.218688	s t n	1.76-1.82,1.82-1.85,1.85-1.89	ɛ	1.89-1.99	m	1.99-2.08	1.76-2.218688	s t n	1.76-1.82,1.82-1.85,1.85-1.89	ɛ	1.89-1.99	m	1.99-2.08
026388-2721082	samromur_L2_22.09	snemma	L2	Sigríður: Svona [_TOKEN_] bara?	Sigríður: Svona snemma bara?	2.4-2.78	s t n	2.4-2.48,2.48-2.51,2.51-2.55	ɛ	2.55-2.6	m	2.6-2.67	2.4-2.78	s t n	2.4-2.48,2.48-2.51,2.51-2.55	ɛ	2.55-2.6	m	2.6-2.67
026426-2594297	samromur_L2_22.09	snemma	L2	Þú ert [_TOKEN_] á ferð! kallaði hann glaðlega til Arnar.	Þú ert snemma á ferð! kallaði hann glaðlega til Arnar.	1.01-1.43	s t n	1.01-1.08,1.08-1.13,1.13-1.19	ɛ	1.19-1.27	m	1.27-1.39	1.01-1.43	s t n	1.01-1.08,1.08-1.13,1.13-1.19	ɛ	1.19-1.27	m	1.27-1.39
030180-3034240	samromur_L2_22.09	snemma	L2	Þeir komu að sækja hann [_TOKEN_]	Þeir komu að sækja hann snemma.	1.05-1.493313	s t n	1.05-1.16,1.16-1.19,1.19-1.23	ɛ	1.23-1.29	m	1.29-1.44	1.05-1.493313	s t n	1.05-1.16,1.16-1.19,1.19-1.23	ɛ	1.23-1.29	m	1.29-1.44
018338-1190943	samromur_L2_22.09	snemma	L2	en ef ég losna [_TOKEN_] kem ég beint til ykkar.	en ef ég losna snemma kem ég beint til ykkar.	1.2-1.64	s t n	1.2-1.3,1.3-1.34,1.34-1.38	ɛ	1.38-1.43	m	1.43-1.54	1.2-1.64	s t n	1.2-1.3,1.3-1.34,1.34-1.38	ɛ	1.38-1.43	m	1.43-1.54
016525-0844258	samromur_L2_22.09	vinnur	L2	Hún [_TOKEN_] gifsmót af öllum hliðum skápsins.	Hún vinnur gifsmót af öllum hliðum skápsins.	1.3-1.78	v	1.3-1.3665088058419244	ɪ	1.3665088058419244-1.52	n	1.52-1.6	1.3-1.78	v	1.3-1.32	ɪ	1.32-1.52	n	1.52-1.6
021351-1453109	samromur_L2_22.09	vinnur	L2	Systir mín [_TOKEN_] í Utanríkisráðuneytinu.	Systir mín vinnur í Utanríkisráðuneytinu.	1.52-1.86	v	1.52-1.5617020600658649	ɪ	1.5617020600658649-1.6290058974083619	n	1.6290058974083619-1.7479894669959908	1.52-1.86	v	1.52-1.54	ɪ	1.54-1.62	n	1.62-1.74
021347-1453080	samromur_L2_22.09	vinnur	L2	Hún [_TOKEN_] hjá Íslenskri Erfðagreiningu.	Hún vinnur hjá Íslenskri Erfðagreiningu.	1.65-2.09	v	1.65-1.694635327176403	ɪ	1.694635327176403-1.7521829359965633	n	1.7521829359965633-1.8618344609106527	1.65-2.09	v	1.65-1.67	ɪ	1.67-1.74	n	1.74-1.85
006854-0060140	samromur_21.05	vinnur	L2	Hún [_TOKEN_] alveg fyrir kaupinu, sagði Elín.	Hún vinnur alveg fyrir kaupinu, sagði Elín.	1.29-1.72	v	1.29-1.333620887922394	ɪ	1.333620887922394-1.4240604193513746	n	1.4240604193513746-1.56	1.29-1.72	v	1.29-1.31	ɪ	1.31-1.41	n	1.41-1.56
021351-1453117	samromur_L2_22.09	vinnur	L2	Fólkið [_TOKEN_] frá morgni til kvölds.	Fólkið vinnur frá morgni til kvölds.	1.46-2.09	v	1.46-1.5060939513530929	ɪ	1.5060939513530929-1.57	n	1.57-1.7800106717139175	1.46-2.09	v	1.46-1.48	ɪ	1.48-1.57	n	1.57-1.76
021347-1452724	samromur_L2_22.09	vinnur	L2	Systir mín [_TOKEN_] í Utanríkisráðuneytinu.	Systir mín vinnur í Utanríkisráðuneytinu.	2.06-2.39	v	2.06-2.0987257705111686	ɪ	2.0987257705111686-2.17	n	2.17-2.26	2.06-2.39	v	2.06-2.08	ɪ	2.08-2.17	n	2.17-2.26
011003-0290376	samromur_L2_22.09	vinnur	L2	Myndina [_TOKEN_] hún heima á Íslandi.	Myndina vinnur hún heima á Íslandi.	1.59-2.2	v	1.59-1.6464901247494275	ɪ	1.6464901247494275-1.7683192609894045	n	1.7683192609894045-1.93	1.59-2.2	v	1.59-1.61	ɪ	1.61-1.74	n	1.74-1.93
021351-1453153	samromur_L2_22.09	vinnur	L2	Hér [_TOKEN_] margt ungt fólk.	Hér vinnur margt ungt fólk.	1.51-1.89	v	1.51-1.552578438215922	ɪ	1.552578438215922-1.6291436229238259	n	1.6291436229238259-1.72	1.51-1.89	v	1.51-1.53	ɪ	1.53-1.62	n	1.62-1.72
021347-1453057	samromur_L2_22.09	vinnur	L2	Hér [_TOKEN_] margt ungt fólk.	Hér vinnur margt ungt fólk.	1.53-1.87	v	1.53-1.5674955702319588	ɪ	1.5674955702319588-1.61	n	1.61-1.7	1.53-1.87	v	1.53-1.55	ɪ	1.55-1.61	n	1.61-1.7
021347-1452743	samromur_L2_22.09	vinnur	L2	Fólkið [_TOKEN_] frá morgni til kvölds.	Fólkið vinnur frá morgni til kvölds.	1.65-1.92	v	1.65-1.6859795827963917	ɪ	1.6859795827963917-1.76	n	1.76-1.8191202883376287	1.65-1.92	v	1.65-1.67	ɪ	1.67-1.76	n	1.76-1.81
004631-0035910	samromur_21.05	sækja	L1	Hinir stefndu hyggjast [_TOKEN_] skaðabætur á hendi Glitni banka.	Hinir stefndu hyggjast sækja skaðabætur á hendi Glitni banka.	3.02-3.31	s	3.02-3.09	aiː	3.09-3.2	cʰ	3.2-3.25	3.02-3.31	s	3.02-3.09	aiː	3.09-3.2	cʰ	3.2-3.25
022512-1758586	samromur_unverified_22.07	sækja	L1	Hann var kominn að [_TOKEN_] þau í jólaboðið.	Hann var kominn að sækja þau í jólaboðið.	1.54-1.9	s	1.54-1.67	aiː	1.67-1.78	c	1.78-1.87	1.54-1.9	s	1.54-1.67	aiː	1.67-1.78	c	1.78-1.87
000076-0000556	samromur_21.05	sækja	L1	Yfir nýárshátíð japana [_TOKEN_] nokkrar milljónir manns hofið.	Yfir nýárshátíð japana sækja nokkrar milljónir manns hofið.	3.01-3.46	s	3.01-3.16	aiː	3.16-3.34	cʰ	3.34-3.4	3.01-3.46	s	3.01-3.16	aiː	3.16-3.34	cʰ	3.34-3.4
022382-1757034	samromur_unverified_22.07	sækja	L1	Var það þess vegna sem þér létuð [_TOKEN_] mig?	Var það þess vegna sem þér létuð sækja mig?	2.52-2.93	s	2.52-2.65	aiː	2.65-2.8	c	2.8-2.89	2.52-2.93	s	2.52-2.65	aiː	2.65-2.8	c	2.8-2.89
003721-0028589	samromur_unverified_22.07	sækja	L1	Búrhvalir [_TOKEN_] einnig mikið í ýmsa kolkrabba og smokkfiska.	Búrhvalir sækja einnig mikið í ýmsa kolkrabba og smokkfiska.	1.35-1.73	s	1.35-1.43	aiː	1.43-1.59	cʰ	1.59-1.65	1.35-1.73	s	1.35-1.43	aiː	1.43-1.59	cʰ	1.59-1.65
008170-0097247	samromur_21.05	sækja	L1	Hvaðan [_TOKEN_] þeir hugmyndir sínar um þær?	Hvaðan sækja þeir hugmyndir sínar um þær?	1.39-1.89	s	1.39-1.53	aiː	1.53-1.74	cʰ	1.74-1.81	1.39-1.89	s	1.39-1.53	aiː	1.53-1.74	cʰ	1.74-1.81
022208-1801370	samromur_unverified_22.07	sækja	L1	Þeir voru að koma að [_TOKEN_] Venus undan Eyjafjöllum.	Þeir voru að koma að sækja Venus undan Eyjafjöllum.	1.41-1.8	s	1.41-1.53	aiː	1.53-1.66	c	1.66-1.72	1.41-1.8	s	1.41-1.53	aiː	1.53-1.66	c	1.66-1.72
007341-0070302	samromur_21.05	sækja	L1	Á meðan [_TOKEN_] þau að honum úr öllum áttum.	Á meðan sækja þau að honum úr öllum áttum.	2.13-2.55	s	2.13-2.29	aiː	2.29-2.44	c	2.44-2.51	2.13-2.55	s	2.13-2.29	aiː	2.29-2.44	c	2.44-2.51
022065-1846517	samromur_unverified_22.07	sækja	L1	Sigurður heldur ekki of góður að [_TOKEN_] póstinn sjálfur.	Sigurður heldur ekki of góður að sækja póstinn sjálfur.	1.59-2.15	s	1.59-1.77	aiː	1.77-1.98	c	1.98-2.05	1.59-2.15	s	1.59-1.77	aiː	1.77-1.98	c	1.98-2.05
017557-1017383	samromur_unverified_22.07	sækja	L1	Þeir byrja að [_TOKEN_] stig núna og auðvitað skorar Þórir Guðjónsson markið.	Þeir byrja að sækja stig núna og auðvitað skorar Þórir Guðjónsson markið.	0.93-1.45	s	0.93-1.08	aiː	1.08-1.26	c	1.26-1.41	0.93-1.45	s	0.93-1.08	aiː	1.08-1.26	c	1.26-1.41
022248-1786521	samromur_unverified_22.07	sækja	L1	að [_TOKEN_] hann og fanga svo, nema bóndinn bætti.	að sækja hann og fanga svo, nema bóndinn bætti.	1.58-2.2	s	1.58-1.76	aiː	1.76-1.98	c	1.98-2.11	1.58-2.2	s	1.58-1.76	aiː	1.76-1.98	c	1.98-2.11
022560-1663979	samromur_unverified_22.07	sækja	L1	Kristján Már Unnarsson: Þeir ætla að [_TOKEN_] þjónustu til Íslands?	Kristján Már Unnarsson: Þeir ætla að sækja þjónustu til Íslands?	3.15-3.57	s	3.15-3.26	aiː	3.26-3.43	cʰ	3.43-3.49	3.15-3.57	s	3.15-3.26	aiː	3.26-3.43	cʰ	3.43-3.49
006300-0051149	samromur_21.05	sækja	L1	Þú meinar að ég eigi að [_TOKEN_] um að verða prestur hinsegin fólks	Þú meinar að ég eigi að sækja um að verða prestur hinsegin fólks	2.28-2.66	s	2.28-2.39	aiː	2.39-2.57	cʰ	2.57-2.63	2.28-2.66	s	2.28-2.39	aiː	2.39-2.57	cʰ	2.57-2.63
016120-0866410	samromur_unverified_22.07	sækja	L1	Þessi nýja ending virðist [_TOKEN_] talsvert á.	Þessi nýja ending virðist sækja talsvert á.	2.87-3.3266284840130345	s	2.87-2.92	aiː	2.92-3.14	cʰ	3.14-3.21	2.87-3.24	s	2.87-2.92	aiː	2.92-3.14	cʰ	3.14-3.21
010498-0271245	samromur_queries_21.12	sækja	L1	Að [_TOKEN_] eða verja?	Að sækja eða verja?	0.6534138042050331-1.26	s	0.6534138042050331-0.8	aiː	0.8-1.0489390777767063	cʰ	1.0489390777767063-1.2	0.56-1.26	s	0.56-0.8	aiː	0.8-1.1	cʰ	1.1-1.2
018328-1193968	samromur_unverified_22.07	sækja	L1	Tækifærið gefst á Norðurfirði þar sem Hólar hafa viðkomu til að [_TOKEN_] varning.	Tækifærið gefst á Norðurfirði þar sem Hólar hafa viðkomu til að sækja varning.	3.9-4.28	s	3.9-4.01	aiː	4.01-4.13	c	4.13-4.2	3.9-4.28	s	3.9-4.01	aiː	4.01-4.13	c	4.13-4.2
011380-0295690	samromur_unverified_22.07	sækja	L1	Hann er að koma til að [_TOKEN_] sitt fé.	Hann er að koma til að sækja sitt fé.	1.65-2.01	s	1.65-1.78	aiː	1.78-1.91	cʰ	1.91-1.97	1.65-2.01	s	1.65-1.78	aiː	1.78-1.91	cʰ	1.91-1.97
004034-0030987	samromur_21.05	sækja	L1	Einnig er hægt að [_TOKEN_] viðbætur af þessu tagi fyrir ýmsa vafra.	Einnig er hægt að sækja viðbætur af þessu tagi fyrir ýmsa vafra.	1.52-1.96	s	1.52-1.65	aiː	1.65-1.81	cʰ	1.81-1.87	1.52-1.96	s	1.52-1.65	aiː	1.65-1.81	cʰ	1.81-1.87
022051-1775961	samromur_unverified_22.07	sækja	L1	Enn var klukkutími þangað til við áttum að [_TOKEN_] hana.	Enn var klukkutími þangað til við áttum að sækja hana.	3.78-4.24	s	3.78-3.91	aiː	3.91-4.09	cʰ	4.09-4.18	3.78-4.24	s	3.78-3.91	aiː	3.91-4.09	cʰ	4.09-4.18
007586-0075047	samromur_21.05	sækja	L1	Á ég að [_TOKEN_] þig?	Á ég að sækja þig?	0.84-1.24	s	0.84-0.94	aiː	0.94-1.11	cʰ	1.11-1.18	0.84-1.24	s	0.84-0.94	aiː	0.94-1.11	cʰ	1.11-1.18
006401-0051637	samromur_21.05	færði	L1	Hnoss [_TOKEN_] sig inn í skuggana.	Hnoss færði sig inn í skuggana.	1.05-1.46	f	1.05-1.17	ai	1.17-1.25	r ð	1.25-1.2843482200386598,1.2843482200386598-1.36	1.05-1.46	f	1.05-1.17	ai	1.17-1.25	r ð	1.25-1.26,1.26-1.36
